PolicyID,Province,PostalCode,ZipCode,Gender,Age,VehicleType,VehicleMake,VehicleYear,CoverType,TotalPremium,TotalClaims,CustomValueEstimate,TransactionMonth,TransactionDate,LossRatio,HasClaim,VehicleAge,ClaimFrequency
POL1000034,British Columbia,D2U,30969,Female,42.7,Coupe,Nissan,2019,Basic,832.45,0.0,7086.69,2022-09,2022-09-10,0.0,0,4,0
POL1000035,British Columbia,Z6T,18326,Male,36.7,Sedan,Nissan,2022,Premium,783.41,0.0,19138.39,2022-07,2022-07-15,0.0,0,1,0
POL1000036,Ontario,M6T,71348,Female,27.5,SUV,Hyundai,2013,Basic,929.49,0.0,-14034.17,2022-04,2022-04-06,0.0,0,10,0
POL1000037,Saskatchewan,Q4R,11504,Male,55.9,Truck,Toyota,2016,Premium,988.99,0.0,-1051.56,2022-03,2022-03-03,0.0,0,7,0
POL1000038,Ontario,V1V,80381,Male,18.0,Sedan,Hyundai,2012,Basic,1175.61,0.0,-15340.32,2023-05,2023-05-21,0.0,0,11,0
POL1000039,Quebec,Y4Y,94012,Female,39.1,Sedan,Hyundai,2013,Premium,880.76,0.0,-11166.32,2022-04,2022-04-19,0.0,0,10,0
POL1000040,Nova Scotia,K1J,66985,Female,43.9,Hatchback,Volkswagen,2021,Deluxe,1065.68,0.0,13586.11,2023-01,2023-01-28,0.0,0,2,0
POL1000041,British Columbia,F7A,44522,Female,60.1,Sedan,BMW,2015,Deluxe,1086.47,0.0,-3793.03,2023-05,2023-05-26,0.0,0,8,0
POL1000042,British Columbia,Q2Q,23947,Male,42.2,SUV,Mazda,2015,Premium,957.78,0.0,-4660.51,2022-06,2022-06-22,0.0,0,8,0
POL1000043,Quebec,U4U,76540,Male,49.9,Sedan,Mazda,2017,Basic,746.02,0.0,2196.84,2022-07,2022-07-09,0.0,0,6,0
POL1000044,Quebec,T3E,59009,Male,33.4,SUV,Volkswagen,2021,Deluxe,1286.59,7756.57,16258.8,2022-08,2022-08-17,6.028781507706418,1,2,1
POL1000045,British Columbia,Y2R,79514,Male,18.0,Sedan,Hyundai,2010,Premium,1425.6,0.0,-19969.44,2023-04,2023-04-16,0.0,0,13,0
POL1000046,Ontario,A9K,74042,Male,66.3,SUV,Volkswagen,2021,Premium,1158.48,0.0,20820.76,2023-05,2023-05-17,0.0,0,2,0
POL1000047,Ontario,A1L,50306,Male,30.3,SUV,Mazda,2022,Basic,771.75,0.0,24994.52,2023-03,2023-03-26,0.0,0,1,0
POL1000048,Alberta,H0H,84364,Male,25.2,SUV,Toyota,2020,Premium,967.97,0.0,16334.53,2023-04,2023-04-06,0.0,0,3,0
POL1000049,Ontario,C1X,73699,Male,42.3,Sedan,BMW,2016,Deluxe,1544.62,0.0,-1199.89,2023-03,2023-03-13,0.0,0,7,0
POL1000050,Ontario,C8Y,26483,Female,59.2,Sedan,Hyundai,2010,Deluxe,1301.0,0.0,-16937.69,2022-02,2022-02-03,0.0,0,13,0
POL1000051,Ontario,E7R,31643,Male,47.2,Hatchback,Honda,2015,Premium,1011.29,0.0,-4563.49,2023-01,2023-01-24,0.0,0,8,0
POL1000052,Alberta,I8T,65461,Male,33.2,Hatchback,Kia,2012,Deluxe,1194.67,0.0,-15498.41,2022-12,2022-12-01,0.0,0,11,0
POL1000053,Manitoba,G8Y,36365,Male,70.5,Sedan,Mercedes,2010,Premium,911.07,0.0,-19927.86,2022-05,2022-05-13,0.0,0,13,0
POL1000054,Alberta,W4M,98039,Female,37.7,Sedan,BMW,2011,Premium,788.73,0.0,-14138.44,2022-04,2022-04-21,0.0,0,12,0
POL1000055,Ontario,U5O,77839,Male,57.0,Sedan,Mercedes,2017,Basic,911.2,0.0,1929.33,2022-04,2022-04-03,0.0,0,6,0
POL1000056,Alberta,O1H,39451,Male,40.9,Sedan,Volkswagen,2022,Basic,753.6,0.0,17234.08,2022-02,2022-02-15,0.0,0,1,0
POL1000057,Quebec,C5A,87110,Male,44.2,Hatchback,Hyundai,2019,Premium,878.77,0.0,6661.63,2022-02,2022-02-17,0.0,0,4,0
POL1000058,British Columbia,R3S,38864,Female,38.7,Sedan,Nissan,2015,Basic,777.2,0.0,-4050.03,2023-06,2023-06-10,0.0,0,8,0
POL1000059,Ontario,A1W,92719,Male,37.3,Hatchback,Audi,2020,Premium,845.57,0.0,10768.61,2022-01,2022-01-15,0.0,0,3,0
POL1000060,Quebec,B3C,14117,Male,43.5,Truck,Mercedes,2019,Premium,943.31,0.0,9371.71,2023-01,2023-01-29,0.0,0,4,0
POL1000061,Quebec,K1Q,41195,Female,34.1,Sedan,Mercedes,2011,Premium,827.69,0.0,-16412.53,2023-06,2023-06-02,0.0,0,12,0
POL1000062,Quebec,I7G,80678,Male,42.7,Sedan,Hyundai,2010,Basic,626.65,0.0,-17976.71,2022-12,2022-12-16,0.0,0,13,0
POL1000063,Ontario,E9S,71953,Male,50.1,Sedan,Audi,2018,Basic,853.08,0.0,4820.79,2022-08,2022-08-11,0.0,0,5,0
POL1000064,Ontario,H7Z,63354,Female,42.1,Convertible,Nissan,2015,Premium,1574.83,0.0,-4090.82,2023-03,2023-03-11,0.0,0,8,0
POL1000065,Ontario,G1D,96374,Female,50.9,Convertible,Chevrolet,2012,Basic,1176.81,0.0,-13155.17,2022-11,2022-11-16,0.0,0,11,0
POL1000066,Ontario,N5N,63883,Female,40.2,SUV,Mercedes,2011,Basic,861.22,0.0,-20391.38,2022-06,2022-06-17,0.0,0,12,0
POL1000067,Ontario,O0V,95649,Female,29.5,Hatchback,Toyota,2018,Premium,901.63,0.0,4823.68,2022-11,2022-11-14,0.0,0,5,0
POL1000068,Newfoundland,U1B,62772,Female,33.3,Sedan,Ford,2012,Deluxe,905.75,0.0,-10650.09,2022-08,2022-08-17,0.0,0,11,0
POL1000069,Ontario,X5Z,24322,Male,58.1,Sedan,BMW,2012,Premium,1065.74,0.0,-12265.92,2022-03,2022-03-30,0.0,0,11,0
POL1000070,Manitoba,H3G,80292,Female,34.0,Hatchback,Toyota,2016,Basic,564.16,0.0,-942.14,2022-04,2022-04-14,0.0,0,7,0
POL1000071,Ontario,O2N,34050,Female,62.9,Van,Audi,2012,Basic,722.9,0.0,-14528.93,2023-04,2023-04-23,0.0,0,11,0
POL1000072,Ontario,I7H,19880,Male,42.2,Sedan,Audi,2010,Basic,868.42,0.0,-20994.69,2022-04,2022-04-28,0.0,0,13,0
POL1000073,Ontario,O8D,16630,Female,43.0,Truck,Nissan,2013,Basic,1031.19,0.0,-10749.59,2022-05,2022-05-10,0.0,0,10,0
POL1000074,British Columbia,U8A,22224,Female,40.3,SUV,Chevrolet,2020,Deluxe,1179.13,0.0,12250.43,2022-12,2022-12-12,0.0,0,3,0
POL1000075,Ontario,Y3F,63269,Female,38.4,SUV,Honda,2018,Basic,921.2,5185.93,6482.41,2022-05,2022-05-13,5.629537559704733,1,5,1
POL1000076,Quebec,P7G,62565,Male,42.6,Hatchback,Mercedes,2012,Premium,981.25,0.0,-15212.96,2023-02,2023-02-09,0.0,0,11,0
POL1000077,Ontario,B2M,10282,Male,45.3,Truck,Toyota,2015,Premium,1313.47,-3838.41,-4798.01,2023-03,2023-03-12,-2.922343106428011,0,8,0
POL1000078,Quebec,M4Z,69638,Male,45.7,Truck,Mercedes,2011,Basic,838.32,0.0,-23347.64,2022-06,2022-06-28,0.0,0,12,0
POL1000079,Quebec,J6W,82845,Male,55.8,Sedan,BMW,2017,Basic,782.99,0.0,1822.07,2023-04,2023-04-14,0.0,0,6,0
POL1000080,Quebec,V7E,34890,Male,45.3,Truck,Nissan,2010,Basic,780.57,0.0,-22774.52,2022-11,2022-11-14,0.0,0,13,0
POL1000081,Ontario,J3B,85914,Male,40.2,Sedan,Nissan,2012,Basic,937.91,0.0,-12757.1,2022-04,2022-04-23,0.0,0,11,0
POL1000082,Ontario,X8B,51104,Male,55.0,Truck,Audi,2012,Basic,920.8,0.0,-17186.0,2022-03,2022-03-28,0.0,0,11,0
POL1000083,Alberta,B0S,72493,Female,18.0,Truck,Nissan,2010,Premium,1363.15,0.0,-20863.07,2022-11,2022-11-24,0.0,0,13,0
POL1000084,British Columbia,Q8F,17455,Male,41.2,Sedan,Honda,2012,Basic,843.25,0.0,-14849.62,2023-03,2023-03-28,0.0,0,11,0
POL1000085,Ontario,Q1F,18981,Female,38.4,SUV,Audi,2011,Basic,704.74,-14130.47,-17663.09,2022-10,2022-10-12,-20.050614410988448,0,12,0
POL1000086,Ontario,T1V,40828,Female,51.1,Sedan,Honda,2012,Premium,870.94,0.0,-13645.57,2022-08,2022-08-14,0.0,0,11,0
POL1000087,Ontario,M1S,42271,Female,37.8,Convertible,Mazda,2017,Basic,1103.49,0.0,2388.29,2022-04,2022-04-25,0.0,0,6,0
POL1000088,Quebec,S9B,91183,Female,60.4,Sedan,Mercedes,2020,Basic,545.86,0.0,12762.52,2022-03,2022-03-16,0.0,0,3,0
POL1000089,Quebec,C6V,86503,Female,41.1,Coupe,Hyundai,2015,Basic,800.47,0.0,-3995.94,2022-12,2022-12-08,0.0,0,8,0
POL1000090,British Columbia,S8K,44179,Female,43.1,Sedan,Toyota,2019,Basic,780.29,0.0,7750.52,2022-12,2022-12-29,0.0,0,4,0
POL1000091,Ontario,G5H,44814,Male,51.8,Coupe,BMW,2020,Basic,1034.84,0.0,11963.8,2022-08,2022-08-15,0.0,0,3,0
POL1000092,Ontario,M2V,94607,Female,38.5,SUV,Volkswagen,2013,Premium,913.23,0.0,-14207.65,2023-05,2023-05-22,0.0,0,10,0
POL1000093,Ontario,J7K,19508,Female,46.7,Coupe,BMW,2018,Basic,1089.53,0.0,4990.98,2022-02,2022-02-11,0.0,0,5,0
POL1000094,Ontario,A7T,83792,Male,30.4,Convertible,Mercedes,2011,Basic,1095.01,0.0,-17967.55,2022-01,2022-01-17,0.0,0,12,0
POL1000095,Quebec,D1R,37938,Female,39.1,Sedan,Nissan,2012,Premium,898.1,0.0,-13825.67,2022-07,2022-07-19,0.0,0,11,0
POL1000096,New Brunswick,Q4E,55745,Male,39.2,Van,Volkswagen,2016,Deluxe,1157.84,0.0,-989.28,2022-12,2022-12-01,0.0,0,7,0
POL1000097,Ontario,C3L,47353,Female,20.1,Van,Honda,2020,Deluxe,2037.96,0.0,12592.99,2023-02,2023-02-06,0.0,0,3,0
POL1000098,Ontario,F7R,49651,Female,66.3,SUV,Honda,2012,Premium,1186.04,-14168.78,-17710.98,2023-05,2023-05-12,-11.946291861994537,0,11,0
POL1000099,British Columbia,T8A,97538,Female,44.1,Hatchback,Toyota,2022,Premium,746.7,0.0,13765.93,2023-02,2023-02-18,0.0,0,1,0
POL1000100,Ontario,R4V,23577,Male,47.7,Sedan,Toyota,2022,Basic,837.97,0.0,17549.15,2023-01,2023-01-12,0.0,0,1,0
POL1000101,Quebec,E4D,24029,Female,37.9,SUV,BMW,2010,Basic,594.31,0.0,-22368.91,2022-11,2022-11-20,0.0,0,13,0
POL1000102,Saskatchewan,X8E,45697,Male,48.0,Sedan,Toyota,2018,Premium,663.7,0.0,5899.92,2023-01,2023-01-15,0.0,0,5,0
POL1000103,Manitoba,J9G,54942,Male,59.4,Van,Kia,2022,Deluxe,1242.8,0.0,14041.91,2022-11,2022-11-06,0.0,0,1,0
POL1000104,Ontario,G4Q,74032,Male,43.5,Sedan,Toyota,2019,Premium,992.69,0.0,6585.1,2023-06,2023-06-05,0.0,0,4,0
POL1000105,Newfoundland,I0C,93136,Female,69.5,Sedan,Volkswagen,2012,Premium,828.22,0.0,-11200.26,2022-04,2022-04-30,0.0,0,11,0
POL1000106,Quebec,N4B,10464,Male,18.0,Sedan,Honda,2021,Basic,983.79,0.0,16416.9,2022-08,2022-08-14,0.0,0,2,0
POL1000107,Ontario,K2U,44335,Male,29.5,Sedan,BMW,2019,Premium,1251.2,0.0,6750.3,2022-04,2022-04-24,0.0,0,4,0
POL1000108,Alberta,F7R,66057,Female,18.0,Sedan,Honda,2017,Premium,1142.58,0.0,2302.9,2022-06,2022-06-17,0.0,0,6,0
POL1000109,Ontario,R0D,19862,Male,29.6,Sedan,Kia,2022,Premium,1132.09,0.0,17806.56,2022-01,2022-01-07,0.0,0,1,0
POL1000110,Alberta,W2R,14722,Male,52.5,Sedan,Audi,2011,Premium,1046.76,-12838.23,-16047.79,2022-02,2022-02-15,-12.264731170468876,0,12,0
POL1000111,Quebec,L9R,29410,Male,38.9,Sedan,Honda,2021,Basic,793.74,0.0,11919.31,2023-03,2023-03-31,0.0,0,2,0
POL1000112,British Columbia,N2B,50404,Male,46.5,Van,Mercedes,2013,Basic,944.13,0.0,-11789.19,2023-06,2023-06-08,0.0,0,10,0
POL1000113,Quebec,L0L,37535,Male,40.6,Sedan,Volkswagen,2017,Basic,808.62,0.0,2378.79,2022-08,2022-08-15,0.0,0,6,0
POL1000114,Alberta,V3V,23473,Male,19.5,SUV,Ford,2020,Premium,1491.61,0.0,12504.95,2022-04,2022-04-09,0.0,0,3,0
POL1000115,Ontario,L8N,91351,Male,56.6,Coupe,Kia,2013,Premium,1522.61,-7136.17,-8920.21,2023-01,2023-01-17,-4.686800953625682,0,10,0
POL1000116,Quebec,X2H,31299,Female,37.3,Hatchback,Mercedes,2012,Basic,725.7,0.0,-12528.54,2023-06,2023-06-11,0.0,0,11,0
POL1000117,Ontario,Z2N,13248,Female,26.2,Truck,Nissan,2021,Premium,1138.88,0.0,17802.63,2022-11,2022-11-05,0.0,0,2,0
POL1000118,Ontario,F5Z,63964,Female,38.1,Coupe,Mazda,2014,Deluxe,1925.8,0.0,-6119.28,2022-07,2022-07-25,0.0,0,9,0
POL1000119,Quebec,Z3I,30866,Female,25.8,Sedan,Hyundai,2015,Basic,553.17,0.0,-4242.43,2023-01,2023-01-21,0.0,0,8,0
POL1000120,Ontario,Z1M,15075,Male,32.4,Sedan,Honda,2015,Basic,910.69,0.0,-4576.2,2023-01,2023-01-27,0.0,0,8,0
POL1000121,British Columbia,P3G,70332,Female,51.9,Sedan,Mazda,2018,Premium,710.47,0.0,4964.71,2022-08,2022-08-30,0.0,0,5,0
POL1000122,Ontario,L4Z,39831,Male,42.5,Sedan,Chevrolet,2019,Basic,720.69,0.0,8216.13,2022-05,2022-05-23,0.0,0,4,0
POL1000123,Ontario,H0V,35313,Male,18.0,Sedan,Kia,2022,Premium,1287.21,2338.05,19966.24,2023-01,2023-01-05,1.8163702892301956,1,1,1
POL1000124,Quebec,M5I,19099,Female,55.2,Hatchback,Chevrolet,2015,Premium,745.5,0.0,-4229.72,2022-01,2022-01-14,0.0,0,8,0
POL1000125,Ontario,Y4L,94080,Male,46.7,Sedan,Hyundai,2022,Premium,983.78,0.0,16797.24,2022-11,2022-11-05,0.0,0,1,0
POL1000126,British Columbia,Q6V,80282,Female,39.7,Sedan,Nissan,2018,Basic,586.16,0.0,4806.52,2022-07,2022-07-26,0.0,0,5,0
POL1000127,Quebec,K0D,44237,Male,65.7,Truck,Volkswagen,2022,Premium,1332.47,0.0,23250.48,2022-06,2022-06-01,0.0,0,1,0
POL1000128,Ontario,F9I,15014,Female,51.4,SUV,Chevrolet,2011,Premium,1179.74,0.0,-21240.07,2022-07,2022-07-05,0.0,0,12,0
POL1000129,Ontario,D9N,55309,Female,75.4,Hatchback,Nissan,2014,Premium,933.12,0.0,-7604.31,2022-10,2022-10-25,0.0,0,9,0
POL1000130,Ontario,X5N,89457,Female,43.9,Truck,Nissan,2016,Basic,955.87,0.0,-1081.76,2022-01,2022-01-28,0.0,0,7,0
POL1000131,British Columbia,Q1M,85574,Male,36.5,Sedan,Nissan,2021,Basic,919.93,0.0,13741.22,2022-09,2022-09-27,0.0,0,2,0
POL1000132,Ontario,G4B,67154,Female,32.9,SUV,Nissan,2020,Deluxe,1236.91,0.0,12975.88,2022-04,2022-04-17,0.0,0,3,0
POL1000133,British Columbia,A8Z,80575,Female,18.0,SUV,Toyota,2017,Premium,1501.57,0.0,2868.27,2022-11,2022-11-30,0.0,0,6,0
POL1000134,Ontario,V3L,66531,Female,40.6,Sedan,Mercedes,2014,Deluxe,1156.23,-5616.21,-7020.26,2022-08,2022-08-30,-4.857346721673023,0,9,0
POL1000135,Ontario,C5T,51145,Female,31.7,Van,Honda,2022,Deluxe,1347.95,0.0,17106.05,2023-03,2023-03-04,0.0,0,1,0
POL1000136,Ontario,V1X,49363,Male,27.2,Van,Mazda,2016,Basic,813.44,0.0,-1092.33,2022-12,2022-12-24,0.0,0,7,0
POL1000137,Ontario,Q4V,63528,Female,41.1,Hatchback,Audi,2016,Deluxe,1272.5,0.0,-998.87,2022-10,2022-10-30,0.0,0,7,0
POL1000138,British Columbia,K6W,48752,Female,34.6,Hatchback,Ford,2014,Premium,861.81,0.0,-6576.01,2022-06,2022-06-10,0.0,0,9,0
POL1000139,Manitoba,R2G,65108,Male,40.8,Coupe,Hyundai,2020,Deluxe,1287.16,0.0,10238.95,2023-03,2023-03-30,0.0,0,3,0
POL1000140,Ontario,V6V,32810,Male,49.5,Hatchback,BMW,2010,Basic,769.23,0.0,-20485.55,2023-04,2023-04-18,0.0,0,13,0
POL1000141,Quebec,T9J,63225,Female,35.3,SUV,Mercedes,2019,Premium,763.29,0.0,10570.3,2022-01,2022-01-03,0.0,0,4,0
POL1000142,Saskatchewan,R0J,47606,Female,47.5,Coupe,Hyundai,2021,Basic,714.73,0.0,12577.99,2022-02,2022-02-12,0.0,0,2,0
POL1000143,Alberta,G6Z,86019,Female,40.7,Hatchback,Kia,2020,Basic,560.71,0.0,8833.28,2022-05,2022-05-04,0.0,0,3,0
POL1000144,Ontario,T5O,67905,Male,41.6,SUV,Ford,2011,Basic,972.9,0.0,-20184.68,2022-06,2022-06-05,0.0,0,12,0
POL1000145,Ontario,O3Q,72021,Female,44.6,Hatchback,Honda,2011,Basic,704.37,0.0,-13580.07,2022-12,2022-12-17,0.0,0,12,0
POL1000146,Ontario,Z2V,21114,Male,44.0,Coupe,Volkswagen,2017,Deluxe,1772.89,0.0,2244.79,2023-01,2023-01-11,0.0,0,6,0
POL1000147,Ontario,J8V,92960,Female,44.7,Sedan,Mercedes,2015,Premium,995.92,0.0,-4469.99,2023-01,2023-01-13,0.0,0,8,0
POL1000148,Quebec,T5C,40784,Female,48.9,Sedan,Chevrolet,2011,Premium,912.38,0.0,-17097.12,2023-03,2023-03-15,0.0,0,12,0
POL1000149,Ontario,V4H,36100,Female,37.0,Hatchback,Honda,2010,Basic,611.61,0.0,-15379.65,2023-03,2023-03-31,0.0,0,13,0
POL1000150,Quebec,E0B,42092,Male,21.6,SUV,Honda,2012,Premium,1554.13,0.0,-15877.66,2023-04,2023-04-04,0.0,0,11,0
POL1000151,Ontario,P9Y,19545,Other,43.2,Sedan,Volkswagen,2015,Premium,873.28,-2661.66,-3327.07,2022-03,2022-03-14,-3.047888420666911,0,8,0
POL1000152,Ontario,O6U,85454,Male,26.8,SUV,Honda,2021,Premium,1037.87,0.0,17780.08,2022-03,2022-03-08,0.0,0,2,0
POL1000153,Ontario,G6P,62383,Female,31.5,Sedan,Mercedes,2011,Deluxe,1328.79,0.0,-16369.81,2022-04,2022-04-26,0.0,0,12,0
POL1000154,Ontario,H2U,10726,Female,41.2,Hatchback,Hyundai,2016,Premium,764.87,0.0,-980.15,2023-02,2023-02-04,0.0,0,7,0
POL1000155,Alberta,Y1Y,65724,Female,31.8,Van,Audi,2021,Deluxe,970.58,0.0,15328.21,2022-11,2022-11-17,0.0,0,2,0
POL1000156,Ontario,H2Z,77889,Female,40.9,Coupe,Toyota,2014,Premium,1388.79,-6067.59,-7584.49,2022-04,2022-04-24,-4.3689758710820215,0,9,0
POL1000157,Ontario,O0R,42662,Male,54.7,Sedan,Hyundai,2018,Premium,1193.4,0.0,4559.41,2023-04,2023-04-11,0.0,0,5,0
POL1000158,Newfoundland,D7E,70901,Female,50.0,Truck,Volkswagen,2021,Deluxe,845.19,0.0,19722.15,2022-08,2022-08-04,0.0,0,2,0
POL1000159,British Columbia,V8R,88047,Female,40.4,Sedan,Audi,2013,Premium,817.53,0.0,-8091.58,2023-04,2023-04-11,0.0,0,10,0
POL1000160,Quebec,K7T,76162,Female,41.0,SUV,Toyota,2013,Premium,753.0,0.0,-14491.31,2023-03,2023-03-12,0.0,0,10,0
POL1000161,Quebec,N8O,30861,Female,46.6,Sedan,BMW,2011,Basic,518.61,0.0,-13665.06,2022-01,2022-01-12,0.0,0,12,0
POL1000162,Quebec,X7O,43972,Male,39.2,SUV,Mazda,2015,Basic,625.0,0.0,-5205.11,2022-10,2022-10-14,0.0,0,8,0
POL1000163,Alberta,Y3U,46347,Male,45.8,SUV,Honda,2020,Premium,1064.98,0.0,12635.45,2022-04,2022-04-09,0.0,0,3,0
POL1000164,Quebec,Y8P,92149,Female,30.8,Hatchback,Nissan,2010,Basic,540.1,0.0,-16520.52,2023-02,2023-02-26,0.0,0,13,0
POL1000165,Ontario,H4O,20155,Male,33.3,Truck,Ford,2016,Premium,1257.89,0.0,-1088.44,2023-05,2023-05-25,0.0,0,7,0
POL1000166,Alberta,W4H,45614,Male,33.2,SUV,Audi,2019,Basic,851.81,0.0,9294.0,2023-05,2023-05-08,0.0,0,4,0
POL1000167,Alberta,K5R,20561,Female,35.3,Van,Chevrolet,2010,Basic,753.38,0.0,-18653.27,2022-07,2022-07-02,0.0,0,13,0
POL1000168,Alberta,E2H,60205,Female,35.3,Hatchback,Mercedes,2019,Premium,923.15,0.0,9457.07,2023-01,2023-01-28,0.0,0,4,0
POL1000169,Alberta,W2W,38043,Female,46.6,Sedan,Toyota,2019,Deluxe,984.14,0.0,8899.75,2022-07,2022-07-19,0.0,0,4,0
POL1000170,Manitoba,C6N,53369,Male,44.4,Sedan,Mazda,2010,Basic,519.0,0.0,-15488.97,2023-01,2023-01-20,0.0,0,13,0
POL1000171,Ontario,R7N,18161,Male,36.9,Sedan,BMW,2013,Premium,994.01,0.0,-9186.14,2023-02,2023-02-03,0.0,0,10,0
POL1000172,Alberta,G6M,86556,Female,27.1,Sedan,Volkswagen,2015,Basic,675.94,0.0,-4638.24,2022-12,2022-12-26,0.0,0,8,0
